Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
131,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(C)=CC(C)=[N+]4[B-](F)(F)n4c(C)cc(C)c43)cc2)s1,Cc1ccccc1,692.0,637.0,3.36,0.45,3.83,4239.8,911.0,207.5,37.0,1168.543691288,10.1016/j.dyepig.2018.04.054
132,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,O,664.0,683.0,0.3544,0.02,4.591621,1946.6,875.5,86.2,40.9,284.12159499609,10.1016/j.dyepig.2015.03.004
133,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CC#N,655.0,672.0,0.3397,0.15,4.819346,1761.9,806.8,75.8,36.5,284.12159499609,10.1016/j.dyepig.2015.03.004
134,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CCO,655.0,680.0,0.4618,0.09,5.049993,1061.9,863.0,45.6,39.9,284.12159499609,10.1016/j.dyepig.2015.03.004
135,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,OCC(O)CO,662.0,682.0,0.4731,0.03,4.819346,1229.1,890.6,54.0,41.5,284.12159499609,10.1016/j.dyepig.2015.03.004
136,COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,374.0,479.0,7.5,0.38,4.37,,3894.7,,90.1,300.126263132,10.1016/j.dyepig.2018.04.037
137,C(=Cc1nc(-c2ccccc2)c2ccccn12)c1nc(-c2ccccc2)c2ccccn12,CC#N,465.0,491.0,1.0,0.1,4.35,5343.3,2407.5,117.3,58.2,412.16879664,10.1016/j.dyepig.2018.04.037
138,O=C(O)c1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,357.0,494.0,5.5,0.02,4.02,,4932.4,,122.2,314.10552768800005,10.1016/j.dyepig.2018.04.037
139,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CC#N,372.0,501.0,1.5,0.13,4.29,5210.6,3681.2,72.8,93.2,314.10552768800005,10.1016/j.dyepig.2018.04.037
140,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3c4ccccc4ccn23)cc1,CC#N,353.0,473.0,2.5,0.38,4.17,7824.8,3620.1,99.4,81.6,364.1211777520001,10.1016/j.dyepig.2018.04.037
141,O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccccn34)cc2)s1,CC#N,362.0,485.0,1.5,0.44,3.73,,3775.8,,89.6,396.093248752,10.1016/j.dyepig.2018.04.037
142,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,436.0,500.0,15.18,0.91,3.982271,3789.7,2639.0,72.5,66.3,338.10552768800005,10.1016/j.dyepig.2016.11.056
143,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,533.0,615.0,3.56,0.07,4.0086,4006.6,1149.1,115.1,43.5,444.15862588,10.1016/j.dyepig.2016.11.056
144,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCO,488.0,597.0,5.52,0.1,3.982723,4377.5,1544.1,105.4,55.1,612.346426648,10.1016/j.dyepig.2016.11.056
145,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCO,437.0,509.0,1.66,0.35,4.033424,3696.4,2500.1,71.1,65.0,486.169190564,10.1016/j.dyepig.2016.11.056
146,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,427.0,465.0,,0.61,4.082785,3612.6,2230.7,66.3,48.4,338.10552768800005,10.1016/j.dyepig.2016.11.056
147,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,435.0,483.0,,0.69,3.977724,3837.3,2486.8,73.1,58.2,338.10552768800005,10.1016/j.dyepig.2016.11.056
148,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,437.0,490.0,,0.93,4.004321,4002.3,2435.4,77.0,58.7,338.10552768800005,10.1016/j.dyepig.2016.11.056
149,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,432.0,485.0,,0.83,3.977724,4120.0,2544.9,77.5,60.1,338.10552768800005,10.1016/j.dyepig.2016.11.056
150,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,497.0,594.0,,0.04,3.994317,4323.0,1475.4,108.0,52.2,444.15862588,10.1016/j.dyepig.2016.11.056
151,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,517.0,606.0,,0.08,4.071882,4315.5,1280.8,116.8,47.1,444.15862588,10.1016/j.dyepig.2016.11.056
152,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,527.0,611.0,,0.1,4.158362,4045.1,1314.7,113.6,49.2,444.15862588,10.1016/j.dyepig.2016.11.056
153,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,520.0,609.0,,0.07,3.959041,4039.0,1224.8,110.4,45.5,444.15862588,10.1016/j.dyepig.2016.11.056
154,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCCCCC,480.0,555.0,,0.06,3.970812,3880.4,1363.3,90.2,42.1,612.346426648,10.1016/j.dyepig.2016.11.056
155,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,Cc1ccccc1,492.0,573.0,,0.06,3.925312,4001.8,1403.4,97.8,46.2,612.346426648,10.1016/j.dyepig.2016.11.056
156,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,ClCCl,500.0,587.0,,0.12,3.964731,3998.5,1447.5,101.0,50.0,612.346426648,10.1016/j.dyepig.2016.11.056
157,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,C1CCOC1,497.0,583.0,,0.07,3.909556,4004.7,1458.4,99.9,49.7,612.346426648,10.1016/j.dyepig.2016.11.056
158,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCCCCC,432.0,486.0,,0.59,4.029384,3491.0,2665.2,65.5,63.2,486.169190564,10.1016/j.dyepig.2016.11.056
159,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,Cc1ccccc1,437.0,491.0,,0.52,4.060698,3520.5,2524.3,67.6,61.1,486.169190564,10.1016/j.dyepig.2016.11.056
160,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,ClCCl,439.0,497.0,,0.48,4.045323,3590.9,2526.5,69.6,62.7,486.169190564,10.1016/j.dyepig.2016.11.056
161,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,C1CCOC1,436.0,497.0,,0.36,4.075547,3620.8,2576.1,69.3,63.9,486.169190564,10.1016/j.dyepig.2016.11.056
162,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,ClC(Cl)(Cl)Cl,445.0,460.0,1.57,0.56,4.76,3084.5,2042.0,61.4,43.3,588.208930136,10.1016/j.dyepig.2017.09.003
163,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,CS(C)=O,451.0,461.0,1.89,0.72,4.81,2935.0,2075.2,60.0,44.2,588.208930136,10.1016/j.dyepig.2017.09.003
164,Cc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c43,ClC(Cl)(Cl)Cl,445.0,460.0,1.57,0.56,4.76,3008.7,2047.8,59.8,43.4,516.187800768,10.1016/j.dyepig.2017.09.003
165,Cc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c43,CS(C)=O,451.0,461.0,1.89,0.72,4.81,2873.4,2070.5,58.7,44.1,516.187800768,10.1016/j.dyepig.2017.09.003
166,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClC(Cl)Cl,414.0,517.0,8.862,,,4461.7,2283.9,77.1,61.3,280.121177752,10.1016/j.dyepig.2004.05.011
167,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClC(Cl)Cl,394.0,504.0,8.649,,,4410.4,2318.4,69.0,59.1,282.100442308,10.1016/j.dyepig.2004.05.011
168,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClCCl,,518.0,7.023,,,,2288.1,,61.6,280.121177752,10.1016/j.dyepig.2004.05.011
169,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,,503.0,8.377,,,,2354.3,,59.8,282.100442308,10.1016/j.dyepig.2004.05.011
170,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,C1CCOC1,,498.0,7.023,,,,2393.1,,59.6,280.121177752,10.1016/j.dyepig.2004.05.011
171,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,C1CCOC1,,501.0,8.377,,,,2412.1,,60.8,282.100442308,10.1016/j.dyepig.2004.05.011
172,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])c(OCCOc2cc3cc(-c4ncc(C(=O)[O-])o4)oc3cc2N(CC(=O)[O-])CC(=O)[O-])c1,O,362.0,500.0,1.09,,,,,,,636.1129202835501,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
173,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])cc1OCCOc1cc(-c2cc3ccc(C(=O)[O-])cc3[nH]2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,349.0,482.0,1.4,,,,,,,644.1543911715501,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
174,CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccccc1OCCOc1cc(NC(=O)c2ccc3c(c2)C(=O)OC32c3cc(Cl)c(OC(C)=O)cc3Oc3cc(OC(C)=O)c(Cl)cc32)ccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,O,506.0,534.0,0.92,,,,,,,1289.2294341759994,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
175,COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2nc(COc3cc(C)ccc3N(CC(=O)[O-])CC(=O)[O-])ccc2c1,O,356.0,500.0,1.35,,,,,,,537.14053825564,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
176,COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2ncccc2c1,O,353.0,487.0,0.84,,,,,,,288.07571864382,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
177,O=C([O-])COc1cc(NC(=O)c2ccc(-c3c4cc(Cl)c(=O)cc-4oc4cc(O)c(Cl)cc34)c(C(=O)[O-])c2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,506.0,532.0,1.21,,,,,,,720.0207883156398,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
178,COc1cc2cc(-c3ccc(C(=O)OCOC(C)=O)cc3C(=O)OCOC(C)=O)oc2cc1N1CCOCCOCCN(c2cc3oc(-c4ccc(C(=O)OCOC(C)=O)cc4C(=O)OCOC(C)=O)cc3cc2OC)CCOCCOCC1,O,350.0,546.0,0.52,,,,,,,1170.3692508640002,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
179,COc1cc(N2CCOCCOCCN(c3cc(OC)c(NC(=O)c4ccc(-c5c6cc(Cl)c(=O)cc-6oc6cc([O-])c(Cl)cc56)c(C(=O)[O-])c4)cc3OC)CCOCC2)c(OC)cc1NC(=O)c1ccc(-c2c3cc(Cl)c(=O)cc-3oc3cc([O-])c(Cl)cc23)c(C(=O)[O-])c1,O,507.0,532.0,1.13,,,,,,,1368.2001804836398,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
180,CCN1CCCc2cc3c(cc21)Oc1cc2c(cc1=N3)C(CS(=O)(=O)[O-])CC(C)(C)[N+]=2CCCC(=O)[O-],O,655.0,690.0,3.6,,,,,,,526.2017303239099,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
181,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,O,500.0,530.0,2.0,,,,,,,265.157897608,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
182,Nc1ccc2c(-c3ccc(C(=O)CN4C(=O)CCC4=O)cc3C(=O)[O-])c3ccc(=[NH2+])c(S(=O)(=O)[O-])c-3oc2c1S(=O)(=O)[O-],O,494.0,519.0,4.1,,,,,,,627.02646214382,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
183,CC1(C)C(=CC=CC=CC2=[N+](CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)CCCCC(=O)NCCCCCCO)N(CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,651.0,672.0,1.0,,,,,,,940.25050814773,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
184,CC1=CC(C)=[N+]2C1=Cc1ccc(CCC(=O)ON3C(=O)CCC3=O)n1[B-]2(F)F,CO,502.0,510.0,5.7,,,,,,,389.135842896,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
185,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCO,460.0,505.0,2.5,,,,,,,350.1088988159999,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
186,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCO)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,O,558.0,572.0,2.8,,,,,,,659.30290716,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
187,CN1C(=CC=CC2=[N+](CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,548.0,562.0,0.3,0.04,,,,,,615.1840316599098,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
188,O=C([O-])c1cc(N2C(=O)C=CC2=O)ccc1-c1c2cc(F)c(=O)cc-2oc2cc([O-])c(F)cc12,O,493.0,520.0,4.1,,,,,,,461.03580522782,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
189,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,O,780.0,820.0,0.52,,,,,,,751.28810280391,http://www.iss.com/resources/research/technical_notes/k2ch_flt.html
190,NC(=O)C1=CN(C2CC(O)C(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)CC3O)O2)C=CC1,O,350.0,450.0,0.4,,,,,,,631.12038972382,http://www.iss.com/resources/reference/data_tables/fl_lifetimestandards.html
191,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,O,275.0,350.0,3.0,,,,,,,476.07692576,http://www.iss.com/resources/reference/data_tables/fl_lifetimestandards.html
192,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CCO,280.0,375.0,1.05,,,,,,,230.109550448,http://www.iss.com/resources/reference/data_tables/fl_lifetimestandards.html
193,c1ccc2[nH]ccc2c1,O,290.0,360.0,4.49,,,,,,,117.057849224,http://www.iss.com/resources/reference/data_tables/fl_lifetimestandards.html
194,Nc1ncc2nc[nH]c2n1,O,290.0,380.0,11.34,,,,,,,135.05449516,http://www.iss.com/resources/reference/data_tables/fl_lifetimestandards.html
195,NC(Cc1ccc(O)cc1)C(=O)O,O,285.0,300.0,3.27,,,,,,,181.073893212,http://www.iss.com/resources/reference/data_tables/fl_lifetimestandards.html
196,Nc1ccccc1C(=O)O,O,290.0,400.0,8.6,,,,,,,137.047678464,http://www.iss.com/resources/reference/data_tables/fl_lifetimestandards.html
197,c1ccc2cc3ccccc3cc2c1,CO,355.0,400.0,5.0,,,766.6,835.5,9.7,13.4,178.07825032,10.1021/ac062160k
198,c1ccc2cc3ccccc3cc2c1,C1CCCCC1,355.0,400.0,5.32,,,737.0,756.0,9.3,12.1,178.07825032,10.1021/ac062160k
199,N#Cc1c2ccccc2cc2ccccc12,CO,,,15.29,,,,,,,203.073499288,10.1021/ac062160k
200,N#Cc1c2ccccc2cc2ccccc12,C1CCCCC1,,,12.39,,,,,,,203.073499288,10.1021/ac062160k
201,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,CO,,,8.7,,,,,,,330.140850576,10.1021/ac062160k
202,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,C1CCCCC1,,,7.5,0.97,,,,,,330.140850576,10.1021/ac062160k
203,Cn1c2ccccc2c2ccccc21,C1CCCCC1,,,14.06,,,,,,,181.089149352,10.1021/ac062160k
204,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,O,,,0.09,,,,,,,835.655065356,10.1021/ac062160k
205,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,CO,,,0.45,,,,,,,835.655065356,10.1021/ac062160k
206,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3c(-c4ccccc4)c4ccccc4c(-c4ccccc4)c23)cc1,CO,,,9.79,,,,,,,532.219100896,10.1021/ac062160k
207,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CO,,,1.1,,,,,,,230.109550448,10.1021/ac062160k
208,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1CCCCC1,,,0.96,,,,,,,230.109550448,10.1021/ac062160k
209,O=S(=O)([O-])CCC[n+]1c2ccccc2cc2ccccc21,O,,,31.2,,,,,,,301.07726434,10.1021/ac062160k
210,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,,,1.79,0.31,,,,,,442.22564282,10.1021/ac062160k
211,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CO,,,2.48,0.7,,,,,,442.22564282,10.1021/ac062160k
212,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,O,454.0,511.0,5.4,,,,,,,454.9217801637299,http://www.iss.com/resources/reference/data_tables/lifetimedatafluorophores.html
213,NNC(=O)N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,O,458.0,535.0,5.7,,,,,,,427.97436699581993,http://www.iss.com/resources/reference/data_tables/lifetimedatafluorophores.html
214,c1ccn2->[Ru+2]34(<-n5ccccc5-c2c1)(<-n1ccccc1-c1ccccn->31)<-n1ccccc1-c1ccccn->41,O,455.0,605.0,600.0,0.042,,,,,,570.1094969081801,http://www.iss.com/resources/reference/data_tables/lifetimedatafluorophores.html
215,O=C([O-])c1ccn2->[Ru+2]34(<-n5ccccc5-c5ccccn->35)(<-n3ccccc3-c3ccccn->43)<-n3ccc(C(=O)[O-])cc3-c2c1,O,458.0,650.0,375.0,,,,,,,656.0746024840001,http://www.iss.com/resources/reference/data_tables/lifetimedatafluorophores.html
216,O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,589.0,615.0,4.2,,,,,,,624.115556328,http://www.iss.com/resources/reference/data_tables/lifetimedatafluorophores.html
217,c1ccc2[nH]ccc2c1,O,270.0,345.0,,,3.778151,,5155.9,,61.9,117.057849224,10.1016/j.cplett.2017.07.038
218,N#Cc1cc2ccccc2[nH]1,O,,350.0,,,,,,,,142.053098192,10.1016/j.cplett.2017.07.038
219,N#Cc1c[nH]c2ccccc12,O,,320.0,,,,,,,,142.053098192,10.1016/j.cplett.2017.07.038
220,N#Cc1cccc2[nH]ccc12,O,305.0,405.0,9.1,,3.90309,5715.5,4243.9,53.6,70.1,142.053098192,10.1016/j.cplett.2017.07.038
221,N#Cc1ccc2[nH]ccc2c1,O,275.0,390.0,0.3,,3.740363,,,,,142.053098192,10.1016/j.cplett.2017.07.038
222,N#Cc1ccc2cc[nH]c2c1,O,285.0,375.0,0.6,,4.017033,5931.8,4140.9,48.5,58.6,142.053098192,10.1016/j.cplett.2017.07.038
223,N#Cc1cccc2cc[nH]c12,O,308.0,400.0,2.0,,3.90309,4229.2,4759.8,40.3,76.9,142.053098192,10.1016/j.cplett.2017.07.038
224,N#Cc1cc2ccccc2[nH]1,C1CCOC1,,328.0,2.9,,,,4352.1,,47.1,142.053098192,10.1016/j.cplett.2017.07.038
225,N#Cc1c[nH]c2ccccc12,C1CCOC1,,314.0,3.1,,,,6566.3,,65.4,142.053098192,10.1016/j.cplett.2017.07.038
226,N#Cc1cccc2[nH]ccc12,C1CCOC1,,371.0,5.3,,,,4792.6,,66.5,142.053098192,10.1016/j.cplett.2017.07.038
227,N#Cc1ccc2[nH]ccc2c1,C1CCOC1,,349.0,4.4,,,,4971.5,,61.0,142.053098192,10.1016/j.cplett.2017.07.038
228,N#Cc1ccc2cc[nH]c2c1,C1CCOC1,,345.0,3.7,,,,5416.9,,65.0,142.053098192,10.1016/j.cplett.2017.07.038
229,N#Cc1cccc2cc[nH]c12,C1CCOC1,,368.0,6.9,,,,5822.1,,79.8,142.053098192,10.1016/j.cplett.2017.07.038
230,N#Cc1cc2ccccc2[nH]1,C1COCCO1,281.6,329.0,2.9,,4.48286,4455.4,4361.0,35.5,47.4,142.053098192,10.1016/j.cplett.2017.07.038
231,N#Cc1c[nH]c2ccccc12,C1COCCO1,277.3,305.0,3.0,,4.118778,4953.6,5885.7,38.3,55.2,142.053098192,10.1016/j.cplett.2017.07.038
232,N#Cc1cccc2[nH]ccc12,C1COCCO1,304.3,369.0,5.3,,3.998979,5132.5,4511.8,47.8,61.9,142.053098192,10.1016/j.cplett.2017.07.038
233,N#Cc1ccc2[nH]ccc2c1,C1COCCO1,274.8,348.0,4.2,,3.967187,6466.2,4811.4,49.2,58.7,142.053098192,10.1016/j.cplett.2017.07.038
234,N#Cc1ccc2cc[nH]c2c1,C1COCCO1,284.4,342.0,3.9,,4.00908,5762.8,4875.8,46.9,57.4,142.053098192,10.1016/j.cplett.2017.07.038
235,N#Cc1cccc2cc[nH]c12,C1COCCO1,307.4,367.0,7.5,,4.15592,4350.2,4766.4,41.3,64.7,142.053098192,10.1016/j.cplett.2017.07.038
236,N#Cc1cc2ccccc2[nH]1,CC#N,279.7,330.0,0.9,,4.431288,4198.8,4656.4,33.0,51.0,142.053098192,10.1016/j.cplett.2017.07.038
237,N#Cc1c[nH]c2ccccc12,CC#N,276.2,313.0,1.8,,4.038043,4914.0,,37.7,,142.053098192,10.1016/j.cplett.2017.07.038
238,N#Cc1cccc2[nH]ccc12,CC#N,302.8,380.0,5.4,,4.09075,5562.7,5094.1,51.4,74.3,142.053098192,10.1016/j.cplett.2017.07.038
239,N#Cc1ccc2[nH]ccc2c1,CC#N,275.0,362.0,4.4,,3.750802,6488.1,5126.9,49.5,67.8,142.053098192,10.1016/j.cplett.2017.07.038
240,N#Cc1ccc2cc[nH]c2c1,CC#N,285.0,354.0,3.8,,4.190134,5704.9,5441.8,46.6,68.8,142.053098192,10.1016/j.cplett.2017.07.038
241,N#Cc1cccc2cc[nH]c12,CC#N,309.7,378.0,8.0,,4.06956,4584.1,5187.2,44.2,74.8,142.053098192,10.1016/j.cplett.2017.07.038
242,N#Cc1cc2ccccc2[nH]1,CC(C)O,,332.0,,,,,4301.7,,47.7,142.053098192,10.1016/j.cplett.2017.07.038
243,N#Cc1c[nH]c2ccccc12,CC(C)O,,315.0,,,,,5013.8,,50.1,142.053098192,10.1016/j.cplett.2017.07.038
244,N#Cc1cccc2[nH]ccc12,CC(C)O,,385.0,5.7,,,,5003.5,,74.9,142.053098192,10.1016/j.cplett.2017.07.038
245,N#Cc1ccc2[nH]ccc2c1,CC(C)O,,362.0,4.6,,,,4918.9,,65.0,142.053098192,10.1016/j.cplett.2017.07.038
246,N#Cc1ccc2cc[nH]c2c1,CC(C)O,,356.0,3.7,,,,5152.8,,65.9,142.053098192,10.1016/j.cplett.2017.07.038
247,N#Cc1cccc2cc[nH]c12,CC(C)O,,380.0,9.0,,,,5219.8,,76.1,142.053098192,10.1016/j.cplett.2017.07.038
248,N#Cc1cc2ccccc2[nH]1,CCO,,334.0,,,,,4013.0,,45.0,142.053098192,10.1016/j.cplett.2017.07.038
249,N#Cc1c[nH]c2ccccc12,CCO,,314.0,,,,,5046.0,,50.1,142.053098192,10.1016/j.cplett.2017.07.038
250,N#Cc1cccc2[nH]ccc12,CCO,,387.0,5.7,,,,4820.4,,72.8,142.053098192,10.1016/j.cplett.2017.07.038
251,N#Cc1ccc2[nH]ccc2c1,CCO,,364.0,4.3,,,,4998.7,,66.8,142.053098192,10.1016/j.cplett.2017.07.038
252,N#Cc1ccc2cc[nH]c2c1,CCO,,358.0,3.7,,,,4835.2,,62.4,142.053098192,10.1016/j.cplett.2017.07.038
253,N#Cc1cccc2cc[nH]c12,CCO,,382.0,8.7,,,,5094.1,,75.0,142.053098192,10.1016/j.cplett.2017.07.038
254,N#Cc1cc2ccccc2[nH]1,CO,,335.0,,,,,,,,142.053098192,10.1016/j.cplett.2017.07.038
255,N#Cc1c[nH]c2ccccc12,CO,,314.0,,,,,4543.2,,45.0,142.053098192,10.1016/j.cplett.2017.07.038
256,N#Cc1cccc2[nH]ccc12,CO,,390.0,5.8,,,,4947.4,,76.0,142.053098192,10.1016/j.cplett.2017.07.038
257,N#Cc1ccc2[nH]ccc2c1,CO,,367.0,2.9,,,,4696.1,,63.7,142.053098192,10.1016/j.cplett.2017.07.038
258,N#Cc1ccc2cc[nH]c2c1,CO,,367.0,3.5,,,,5094.4,,69.2,142.053098192,10.1016/j.cplett.2017.07.038
259,N#Cc1cccc2cc[nH]c12,CO,,387.0,8.2,,,,5220.0,,79.0,142.053098192,10.1016/j.cplett.2017.07.038
260,N#Cc1cccc2[nH]ccc12,NC=O,,,7.8,,,,,,,142.053098192,10.1016/j.cplett.2017.07.038
261,N#Cc1ccc2[nH]ccc2c1,NC=O,,,5.4,,,,,,,142.053098192,10.1016/j.cplett.2017.07.038
262,N#Cc1ccc2cc[nH]c2c1,NC=O,,,4.2,,,,,,,142.053098192,10.1016/j.cplett.2017.07.038
263,N#Cc1cccc2cc[nH]c12,NC=O,,,15.7,,,,,,,142.053098192,10.1016/j.cplett.2017.07.038
264,N#Cc1cc2ccccc2[nH]1,OCC(F)(F)F,,339.0,,,,,,,,142.053098192,10.1016/j.cplett.2017.07.038
